2.700000e-01 7.300000e-01 4.400000e-02 7.900000e-01 9.500000e-01
3.170260e-02 7.000000e+00 6.048448e+00
3.294288e-02 7.050000e+00 6.001132e+00
3.423168e-02 7.100000e+00 5.954590e+00
3.557090e-02 7.150000e+00 5.907860e+00
3.696252e-02 7.200000e+00 5.860236e+00
3.840858e-02 7.250000e+00 5.811994e+00
3.991121e-02 7.300000e+00 5.763749e+00
4.147263e-02 7.350000e+00 5.715796e+00
4.309513e-02 7.400000e+00 5.668147e+00
4.478111e-02 7.450000e+00 5.620739e+00
4.653305e-02 7.500000e+00 5.573542e+00
4.835353e-02 7.550000e+00 5.526579e+00
5.024523e-02 7.600000e+00 5.479869e+00
5.221094e-02 7.650000e+00 5.433318e+00
5.425356e-02 7.700000e+00 5.386766e+00
5.637608e-02 7.750000e+00 5.340174e+00
5.858164e-02 7.800000e+00 5.293628e+00
6.087349e-02 7.850000e+00 5.247210e+00
6.325500e-02 7.900000e+00 5.200946e+00
6.572968e-02 7.950000e+00 5.154828e+00
6.830118e-02 8.000000e+00 5.108838e+00
7.097328e-02 8.050000e+00 5.062966e+00
7.374992e-02 8.100000e+00 5.017224e+00
7.663519e-02 8.150000e+00 4.971621e+00
7.963333e-02 8.200000e+00 4.926157e+00
8.274877e-02 8.250000e+00 4.880833e+00
8.598609e-02 8.300000e+00 4.835652e+00
8.935007e-02 8.350000e+00 4.790608e+00
9.284565e-02 8.400000e+00 4.745664e+00
9.647798e-02 8.450000e+00 4.700751e+00
1.002524e-01 8.500000e+00 4.655818e+00
1.041745e-01 8.550000e+00 4.610947e+00
1.082501e-01 8.600000e+00 4.566329e+00
1.124851e-01 8.650000e+00 4.522024e+00
1.168857e-01 8.700000e+00 4.477942e+00
1.214586e-01 8.750000e+00 4.433986e+00
1.262103e-01 8.800000e+00 4.390128e+00
1.311480e-01 8.850000e+00 4.346375e+00
1.362788e-01 8.900000e+00 4.302743e+00
1.416103e-01 8.950000e+00 4.259240e+00
1.471504e-01 9.000000e+00 4.215873e+00
1.529073e-01 9.050000e+00 4.172648e+00
1.588894e-01 9.100000e+00 4.129569e+00
1.651055e-01 9.150000e+00 4.086642e+00
1.715648e-01 9.200000e+00 4.043866e+00
1.782768e-01 9.250000e+00 4.001242e+00
1.852514e-01 9.300000e+00 3.958770e+00
1.924989e-01 9.350000e+00 3.916450e+00
2.000299e-01 9.400000e+00 3.874285e+00
2.078555e-01 9.450000e+00 3.832278e+00
2.159873e-01 9.500000e+00 3.790431e+00
2.244372e-01 9.550000e+00 3.748741e+00
2.332177e-01 9.600000e+00 3.707210e+00
2.423417e-01 9.650000e+00 3.665841e+00
2.518227e-01 9.700000e+00 3.624636e+00
2.616746e-01 9.750000e+00 3.583597e+00
2.719119e-01 9.800000e+00 3.542725e+00
2.825497e-01 9.850000e+00 3.502023e+00
2.936037e-01 9.900000e+00 3.461493e+00
3.050902e-01 9.950000e+00 3.421138e+00
3.170260e-01 1.000000e+01 3.380957e+00
3.294288e-01 1.005000e+01 3.340948e+00
3.423168e-01 1.010000e+01 3.301113e+00
3.557090e-01 1.015000e+01 3.261456e+00
3.696252e-01 1.020000e+01 3.221980e+00
3.840858e-01 1.025000e+01 3.182686e+00
3.991121e-01 1.030000e+01 3.143576e+00
4.147263e-01 1.035000e+01 3.104652e+00
4.309513e-01 1.040000e+01 3.065915e+00
4.478111e-01 1.045000e+01 3.027366e+00
4.653305e-01 1.050000e+01 2.989007e+00
4.835353e-01 1.055000e+01 2.950841e+00
5.024523e-01 1.060000e+01 2.912867e+00
5.221094e-01 1.065000e+01 2.875090e+00
5.425356e-01 1.070000e+01 2.837508e+00
5.637608e-01 1.075000e+01 2.800126e+00
5.858164e-01 1.080000e+01 2.762945e+00
6.087349e-01 1.085000e+01 2.725965e+00
6.325500e-01 1.090000e+01 2.689190e+00
6.572968e-01 1.095000e+01 2.652620e+00
6.830118e-01 1.100000e+01 2.616257e+00
7.097328e-01 1.105000e+01 2.580104e+00
7.374992e-01 1.110000e+01 2.544161e+00
7.663519e-01 1.115000e+01 2.508431e+00
7.963333e-01 1.120000e+01 2.472916e+00
8.274877e-01 1.125000e+01 2.437616e+00
8.598609e-01 1.130000e+01 2.402535e+00
8.935007e-01 1.135000e+01 2.367672e+00
9.284565e-01 1.140000e+01 2.333032e+00
9.647798e-01 1.145000e+01 2.298613e+00
1.002524e+00 1.150000e+01 2.264420e+00
1.041745e+00 1.155000e+01 2.230453e+00
1.082501e+00 1.160000e+01 2.196714e+00
1.124851e+00 1.165000e+01 2.163205e+00
1.168857e+00 1.170000e+01 2.129926e+00
1.214586e+00 1.175000e+01 2.096881e+00
1.262103e+00 1.180000e+01 2.064070e+00
1.311480e+00 1.185000e+01 2.031497e+00
1.362788e+00 1.190000e+01 1.999160e+00
1.416103e+00 1.195000e+01 1.967064e+00
1.471504e+00 1.200000e+01 1.935208e+00
1.529073e+00 1.205000e+01 1.903596e+00
1.588894e+00 1.210000e+01 1.872227e+00
1.651055e+00 1.215000e+01 1.841104e+00
1.715648e+00 1.220000e+01 1.810228e+00
1.782768e+00 1.225000e+01 1.779602e+00
1.852514e+00 1.230000e+01 1.749225e+00
1.924989e+00 1.235000e+01 1.719098e+00
2.000299e+00 1.240000e+01 1.689228e+00
2.078555e+00 1.245000e+01 1.659609e+00
2.159873e+00 1.250000e+01 1.630248e+00
2.244372e+00 1.255000e+01 1.601144e+00
2.332177e+00 1.260000e+01 1.572296e+00
2.423417e+00 1.265000e+01 1.543711e+00
2.518227e+00 1.270000e+01 1.515386e+00
2.616746e+00 1.275000e+01 1.487322e+00
2.719119e+00 1.280000e+01 1.459527e+00
2.825497e+00 1.285000e+01 1.431986e+00
2.936037e+00 1.290000e+01 1.404717e+00
3.050902e+00 1.295000e+01 1.377723e+00
3.170260e+00 1.300000e+01 1.350983e+00
3.294288e+00 1.305000e+01 1.324518e+00
3.423168e+00 1.310000e+01 1.298331e+00
3.557090e+00 1.315000e+01 1.272399e+00
3.696252e+00 1.320000e+01 1.246742e+00
3.840858e+00 1.325000e+01 1.221382e+00
3.991121e+00 1.330000e+01 1.196278e+00
4.147263e+00 1.335000e+01 1.171431e+00
4.309513e+00 1.340000e+01 1.146884e+00
4.478111e+00 1.345000e+01 1.122624e+00
4.653305e+00 1.350000e+01 1.098609e+00
4.835353e+00 1.355000e+01 1.074875e+00
5.024523e+00 1.360000e+01 1.051459e+00
5.221094e+00 1.365000e+01 1.028314e+00
5.425356e+00 1.370000e+01 1.005397e+00
5.637608e+00 1.375000e+01 9.827759e-01
5.858164e+00 1.380000e+01 9.604912e-01
6.087349e+00 1.385000e+01 9.384795e-01
6.325500e+00 1.390000e+01 9.166971e-01
6.572968e+00 1.395000e+01 8.951915e-01
6.830118e+00 1.400000e+01 8.740280e-01
7.097328e+00 1.405000e+01 8.531773e-01
7.374992e+00 1.410000e+01 8.325531e-01
7.663519e+00 1.415000e+01 8.121360e-01
7.963333e+00 1.420000e+01 7.924086e-01
8.274877e+00 1.425000e+01 7.720452e-01
8.598609e+00 1.430000e+01 7.529582e-01
8.935007e+00 1.435000e+01 7.337627e-01
9.284565e+00 1.440000e+01 7.147973e-01
9.647798e+00 1.445000e+01 6.961447e-01
1.002524e+01 1.450000e+01 6.778476e-01
1.041745e+01 1.455000e+01 6.592849e-01
1.082501e+01 1.460000e+01 6.415141e-01
1.124851e+01 1.465000e+01 6.242358e-01
1.168857e+01 1.470000e+01 6.072869e-01
1.214586e+01 1.475000e+01 5.904834e-01
1.262103e+01 1.480000e+01 5.739176e-01
1.311480e+01 1.485000e+01 5.576580e-01
1.362788e+01 1.490000e+01 5.416581e-01
1.416103e+01 1.495000e+01 5.258936e-01
1.471504e+01 1.500000e+01 5.103790e-01
1.529073e+01 1.505000e+01 4.951623e-01
1.588894e+01 1.510000e+01 4.802793e-01
1.651055e+01 1.515000e+01 4.655989e-01
1.715648e+01 1.520000e+01 4.512062e-01
1.782768e+01 1.525000e+01 4.370634e-01
1.852514e+01 1.530000e+01 4.232129e-01
1.924989e+01 1.535000e+01 4.101494e-01
2.000299e+01 1.540000e+01 3.969367e-01
2.078555e+01 1.545000e+01 3.839969e-01
2.159873e+01 1.550000e+01 3.713496e-01
2.244372e+01 1.555000e+01 3.590073e-01
2.332177e+01 1.560000e+01 3.470171e-01
2.423417e+01 1.565000e+01 3.351627e-01
2.518227e+01 1.570000e+01 3.236132e-01
2.616746e+01 1.575000e+01 3.123171e-01
2.719119e+01 1.580000e+01 3.011100e-01
2.825497e+01 1.585000e+01 2.905539e-01
2.936037e+01 1.590000e+01 2.800865e-01
3.050902e+01 1.595000e+01 2.698848e-01
3.170260e+01 1.600000e+01 2.597679e-01
